Steps,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss
1000,0.14741208,1.4065064,2.1038945,1.3794394,0.00027810453,-0.23651579337820294,339.5,-0.2365157725289464,141.05318784713745,182.59907495975494,73.97514,0.45336673,21.555218,0.39455873,5.444521,0.5007515,0.50624996,0.25924248
1500,0.08455631,2.6970713,4.4425917,1.3535973,0.00026321333,-0.3580458461692615,274.0,-0.35804589046165347,53.32083463668823,191.18335819244385,13.22205,0.23256896,3.9367285,0.2377695,3.103093,0.43956864,0.5647181,0.26087916
2000,0.15998448,3.182685,5.4091144,1.3209429,0.00024777267,-0.11799299792255624,263.0,-0.11799295200034976,48.13356041908264,191.03862380981445,30.367876,0.37993014,5.574939,0.19823986,2.2087538,0.4616084,0.54504067,0.25626588
2500,0.066219226,3.2975373,6.457926,1.2908306,0.00023244527,0.3161656115989899,242.66666666666666,-0.35002203239127994,15.79984426498413,153.29308938980103,26.651863,0.6102816,2.2857428,0.1905261,1.8093807,0.43672025,0.5384439,0.24787903
3000,0.21896385,3.2708807,7.351454,1.2621844,0.00021761375,1.339247834886919,217.5,1.4423455046489835,6.600437059998512,139.8621333440145,17.62283,0.6348013,1.2315401,0.17209852,1.6808882,0.42800245,0.57018864,0.25135306
3500,0.59667754,3.3835154,8.037324,1.2329195,0.00020238226,0.49735580911995686,186.33333333333334,-0.1882252050563693,18.55586838722229,160.00790786743164,26.900038,0.5879177,2.4923553,0.16681176,1.7855331,0.42541486,0.57848436,0.23565249
4000,0.780735,3.15523,8.838115,1.2043108,0.0001873652,0.4814742143328961,120.33333333333333,0.8282351314555854,3.457363575696945,73.1410825252533,19.719015,0.34218407,1.1323049,0.14506741,1.5529457,0.4187582,0.58575827,0.23414691
4500,0.6651975,2.9168677,9.326383,1.1742862,0.0001729013,-2.0297000415703224,262.5,-2.029699955135584,9.959116578102112,157.28659403324127,8.81098,0.82601607,1.355882,0.12921712,1.4982569,0.41131747,0.5748864,0.23385732
5000,0.34519476,2.8215182,9.664171,1.1464609,0.00015771002,1.6549321939673973,198.33333333333334,1.5736783002503216,7.238684803247452,217.95588397979736,30.818628,0.5543798,1.3036921,0.13041593,1.5728275,0.46920007,0.54667103,0.22803718
5500,0.28171027,2.782194,9.97636,1.1224265,0.00014226449,1.7659153439235524,167.0,1.7916776156052947,2.3197991847991943,81.2416934967041,20.20356,0.3885356,1.0834937,0.12916946,1.6042266,0.45823443,0.5219817,0.22293672
6000,0.3207362,2.7737913,10.214731,1.0983413,0.00012709247,-2.065088930852653,576.0,-2.0650888541713357,20.046977564692497,210.76827192306519,0.5804712,0.60588753,0.60396844,0.118832074,1.2544533,0.28757715,0.6349839,0.21890175
6500,0.23453668,2.8110263,10.383035,1.0695006,0.000112073416,1.555358259294735,179.25,1.6746231745928526,5.880616108576457,210.6276823679606,82.91425,0.53775626,0.97084635,0.123755425,1.9368367,0.52278364,0.527302,0.2187585
7000,0.3163829,2.7468407,10.538705,1.0468652,9.7739714e-05,-2.046799951225694,415.0,-0.4246181775815785,7.48563814163208,167.17254304885864,12.049507,0.6304292,0.86303544,0.10210492,1.3053782,0.38610512,0.56469995,0.2163102
7500,0.3071149,2.720048,10.640779,1.0243539,8.299989e-05,-0.37843975097712246,244.5,-0.3784397793933749,4.339888095855713,141.22241401672363,19.957062,0.45584163,0.85955507,0.10064502,1.2824565,0.4170687,0.5851744,0.21957815
8000,0.2830031,2.6795182,10.744591,0.9973918,6.7800494e-05,0.4952177201557788,126.66666666666667,0.49521773650000495,1.9366465422014396,94.95059315363567,20.370096,0.82181835,0.5459377,0.09528679,1.3427485,0.42864907,0.57325065,0.21582995
8500,0.28086287,2.6526268,10.8276005,0.9706191,5.2775224e-05,-2.060977819695836,540.0,-2.060977764427662,20.236382246017456,317.54517555236816,16.136303,0.6689269,1.0308925,0.0894361,1.2530974,0.3831396,0.5997491,0.21665356
9000,0.26334584,2.6541796,10.882183,0.9495329,3.78639e-05,-2.056733424498816,503.0,-2.0567333986982703,13.200072288513184,301.62599992752075,24.36823,0.74389446,0.89526474,0.083394125,1.4217536,0.35765705,0.5912894,0.21353266
9500,0.24823315,2.651258,10.926352,0.92446244,2.2251497e-05,-0.27302526616404066,290.5,-0.2730252076871693,6.055895712226629,270.1323051452637,51.177734,0.791538,0.54411525,0.07374326,1.6220943,0.48532236,0.5417062,0.20971254
10000,0.24541745,2.6413484,10.9492,0.89927024,7.5350968e-06,1.5234047770669956,85.66666666666667,1.5234047714620829,0.7859449088573456,55.19378344217936,15.619419,0.663181,0.3259076,0.07067947,1.4561219,0.47876742,0.5405019,0.20607123
