LeftGyriData Displacement 




Login date: 23/07/2020 16:21:00
position_change:  
0,0,0
0,0,0
-1,441315E-05,4,919246E-06,-8,037314E-06
-1,441874E-05,4,921108E-06,-8,041039E-06
-0,001907298,0,0002003117,0,003338864
-0,001734918,0,0001972271,0,003028916
-0,001651421,0,0001606736,0,002881425
-0,001608469,0,0001671677,0,0028024
-0,001574889,0,0001720097,0,002740446
-0,001552124,0,0001718039,0,002698781
-0,001540676,0,0001716223,0,002677821
-0,00151859,0,0001720535,0,002637213
-0,001508387,0,0001748716,0,002618099
-0,001500821,0,0001761699,0,002604084
-0,001463335,0,0001643086,0,002604712
-0,001459876,0,0001616022,0,002598628
-0,001456646,0,00015877,0,002592994
-0,001450542,0,0001529548,0,00258236
-0,001447702,0,0001503527,0,002577405
-0,001444837,0,0001478512,0,002572438
-0,001442049,0,0001453627,0,002567528
-0,001436453,0,000140137,0,002557792
-0,001433641,0,0001375172,0,002552915
-0,001430809,0,0001349328,0,002547955
-0,001424994,0,0001298897,0,002537783
-0,00142209,0,0001273397,0,002532704
-0,001419209,0,0001247935,0,002527624
-0,001416285,0,0001222519,0,002522537
-0,001413409,0,0001197327,0,002517449
-0,001407586,0,0001147566,0,002507254
-0,001404693,0,0001123026,0,002502143
-0,001401762,0,0001098495,0,002497036
-0,001398863,0,0001074029,0,002491923
-0,001393419,0,0001036869,0,002482256
-0,001384906,0,0001003537,0,002466887
-0,00138041,9,727385E-05,0,00245888
-0,001377765,9,388197E-05,0,002454374
-0,001376914,9,191781E-05,0,002453016
-0,001377404,9,193923E-05,0,00245388
-0,001377521,9,066612E-05,0,002454212
-0,001378484,8,697808E-05,0,002456421
-0,001380766,8,006487E-05,0,00246135
-0,001382088,7,731933E-05,0,002464095
-0,00138353,7,463992E-05,0,00246704
-0,001386389,6,9323E-05,0,002472935
-0,001388259,6,693043E-05,0,002476625
-0,001390385,6,498769E-05,0,002480753
-0,001394648,6,102305E-05,0,002489042
-0,001396764,5,903188E-05,0,002493178
-0,001398895,5,705468E-05,0,002497319
-0,001401026,5,507469E-05,0,00250145
-0,001403149,5,307328E-05,0,002505593
-0,00140534,5,105324E-05,0,00250984
-0,001436876,5,664397E-05,0,00250029
-0,001443919,5,091634E-05,0,002513878
-0,001461001,5,7064E-05,0,002544679
-0,001488741,8,173008E-05,0,002593048
-0,001500262,8,728821E-05,0,002613591
-0,001521582,9,219628E-05,0,002652204
-0,001531724,9,461865E-05,0,002670513
