LeftSulciData Displacement 




Login date: 23/07/2020 16:21:00
position_change:  
0,0,0
0,0,0
-1,651049E-05,6,144866E-06,-8,167699E-06
-1,651794E-05,6,14766E-06,-8,171424E-06
-0,001300573,-0,0003789822,0,002318559
-0,001014415,-0,0003167549,0,001708973
-0,001006253,-0,0003848979,0,001718869
-0,001005936,-0,0003996873,0,001724314
-0,0009925328,-0,0004019551,0,001717439
-0,0009725168,-0,000399095,0,001670223
-0,0009658411,-0,0004075505,0,001658361
-0,000966657,-0,0004019272,0,00165784
-0,000967063,-0,0003983127,0,001657274
-0,0009658672,-0,0003963159,0,001653684
-0,0009300672,-0,0004074927,0,001662876
-0,0009281263,-0,0004067784,0,001658101
-0,0009262152,-0,0004061125,0,00165336
-0,0009223111,-0,0004046941,0,00164374
-0,0009203665,-0,0004039882,0,001638938
-0,0009187497,-0,000403394,0,001634937
-0,0009172224,-0,0004030392,0,001631226
-0,0009144172,-0,0004039872,0,001625111
-0,0009125285,-0,0004055817,0,001621433
-0,0009106621,-0,0004070373,0,001617678
-0,0009058453,-0,0004208395,0,001612373
-0,0009033121,-0,0004288098,0,001609832
-0,000902351,-0,0004312089,0,001608601
-0,0009030439,-0,0004300438,0,001609724
-0,0009038188,-0,0004290948,0,001611102
-0,0009053499,-0,0004272964,0,001613857
-0,0009058304,-0,0004284,0,001615427
-0,0009062253,-0,0004299618,0,001616938
-0,0009062663,-0,0004317146,0,001617715
-0,0009063631,-0,0004359735,0,001619749
-0,0009065308,-0,0004406245,0,001622031
-0,0009066314,-0,0004430544,0,001623278
-0,0009067431,-0,0004454907,0,001624521
-0,0009069592,-0,0004475759,0,001625896
-0,0009074584,-0,000451698,0,001628745
-0,0009077154,-0,0004537869,0,001630202
-0,0009079874,-0,0004558656,0,001631649
-0,0009085126,-0,0004600659,0,001634629
-0,0009088628,-0,00046218,0,001636298
-0,0009092428,-0,000464241,0,001637995
-0,0009095445,-0,0004671607,0,00163991
-0,0009091012,-0,0004690792,0,00163969
-0,0009089559,-0,0004745275,0,00164157
-0,000908982,-0,0004759692,0,001642203
-0,000909023,-0,0004772535,0,001642834
-0,0009090714,-0,0004785107,0,001643468
-0,0009091236,-0,0004797671,0,001644101
-0,0009091645,-0,0004809005,0,001644609
-0,0009406693,-0,0004703179,0,001627382
-0,0009411909,-0,0004719272,0,001629231
-0,0009414926,-0,0004724823,0,001630154
-0,0009420924,-0,0004734499,0,001631917
-0,0009423979,-0,000473856,0,001632735
-0,0009429678,-0,000474656,0,001634382
-0,0009432882,-0,0004749279,0,001635196
-0,0009436049,-0,00047505,0,001635956
-0,000943929,-0,0004749522,0,001636669
-0,000944607,-0,0004747463,0,001638137
-0,0009448938,-0,0004746197,0,001638722
-0,0009451322,-0,0004744781,0,001639225
-0,000945393,-0,0004742686,0,001639694
-0,0009456277,-0,0004740143,0,001640119
-0,000945881,-0,0004737386,0,001640536
-0,0009463578,-0,0004731007,0,001641372
-0,0009466223,-0,0004727785,0,001641782
-0,000947129,-0,0004720679,0,001642626
-0,0009473786,-0,0004716692,0,001643047
-0,0009476319,-0,0004712865,0,001643455
-0,0009481497,-0,0004705014,0,001644274
